setNum;name_en;name_de;year;recommendedRetailPrice €
10904;Baby Animals;LEGO® Duplo 10904 Süße Tierkinder;2019;9.99
10906;Tropical Island;LEGO® Duplo 10906 Baumhaus im Dschungel;2019;59.99
10907;World Animals;LEGO® Duplo 10907 Tiere der Welt;2019;99.99
10908;Plane;LEGO® Duplo 10908 Flugzeug;2019;9.99
10909;Heart Box;LEGO® Duplo 10909 Mein erster Bauspaß;2020;19.99
10910;Submarine Adventure;LEGO® Duplo 10910 U-Boot-Abenteuer;2019;19.99
10913;Brick Box;LEGO® Duplo 10913 Steinebox;2020;29.99
10914;Deluxe Brick Box;LEGO® Duplo 10914 Deluxe Steinebox;2020;49.99
10915;Alphabet Truck;LEGO® Duplo 10915 Mein erster ABC-Lastwagen;2020;29.99
10917;Fire Truck;LEGO® Duplo 10917 Mein erstes Feuerwehrauto;2020;4.99
10918;Tow Truck;LEGO® Duplo 10918 Mein erstes Abschleppauto;2020;4.99
10920;Elsa & Olaf's Tea Party;LEGO® Duplo 10920 Teeparty mit Elsa und Olaf;2020;19.99
10921;Super Heroes Lab;LEGO® Duplo 10921 Iron Mans Labor-Treffpunkt;2020;29.99
10925;Playroom;LEGO® Duplo 10925 Spielzimmer-Spielbox;2020;14.99
10926;Bedroom;LEGO® Duplo 10926 Kinderzimmer-Spielbox;2020;14.99
10927;Pizza Stand;LEGO® Duplo 10927 Pizza-Stand;2020;9.99
10928;Bakery;LEGO® Duplo 10928 Tortenbäckerei;2020;39.99
10929;Modular Playhouse;LEGO® Duplo 10929 Unser Wohnhaus;2020;59.99
10934;Creative Animals;LEGO® Duplo 10934 LEGO® DUPLO® Bausteine - Großer Tierspaß;2020;59.99
10937;Batman: Arkham Asylum Breakout;LEGO® Super Heroes 10937 Batman™: Ausbruch aus Arkham Asylum;2012;159.99
11001;Bricks and Ideas;LEGO® Classic 11001 Bausteine - Erster Bauspaß;2019;9.99
11002;Basic Brick Set;LEGO® Classic 11002 Bausteine - Starter Set;2019;19.99
11003;Bricks and Eyes;LEGO® Classic 11003 Bausteine - Witzige Figuren;2019;29.99
11004;Windows of Creativity;LEGO® Classic 11004 LEGO Bausteine - kreativ mit Fenstern;2019;29.99
11005;Creative Fun;LEGO® Classic 11005 LEGO Bausteine - Kreativer Spielspaß;2019;34.99
11006;Creative Blue Bricks;LEGO® Classic 11006 Blaues Kreativ-Set;2020;4.99
11007;Creative Green Bricks;LEGO® Classic 11007 Grünes Kreativ-Set;2020;4.99
11008;Bricks and Houses;LEGO® Classic 11008 Bausteine - bunte Häuser;2020;19.99
11009;Bricks and Lights;LEGO® Classic 11009 LEGO Bausteine - Schattentheater;2020;29.99
11010;White Baseplate;LEGO® Classic 11010 32x32 Weiße Grundplatte;2020;7.99
11011;Bricks and Animals;LEGO® Classic 11011 LEGO Bausteine - Spaß mit Tieren;2020;59.99
17101;Creative Toolbox;LEGO® BOOST 17101 Programmierbares Roboticset;2017;159.99
21000;Sears Tower;LEGO® Architecture 21000 Architecture Baukasten, Willis Tower (Sears Tower);2008;19.99
21002;Empire State Building;LEGO® Architecture 21002 Empire State Building;2009;19.99
21003;Seattle Space Needle;LEGO® Architecture 21003 Seattle Space Needle;2009;19.99
21004;Solomon R. Guggenheim Museum;LEGO® Architecture 21004 Solomon Guggenheim Museum;2009;39.99
21005;Fallingwater;LEGO® Architecture 21005 Fallingwater®;2009;89.99
21006;The White House;LEGO® Architecture 21006 Das Weiße Haus;2010;54.99
21007;Rockefeller Center;LEGO® Architecture 21007 Architecture Baukasten, Rockefeller Plaza;2010;34.99
21008;Burj Khalifa;LEGO® Architecture 21008 Architecture Burj Kalifa;2011;24.99
21009;Farnsworth House;LEGO® Architecture 21009 Farnsworth House™;2011;59.99
21010;Robie House;LEGO® Architecture 21010 Robie House;2011;199.99
21011;Brandenburg Gate;LEGO® Architecture 21011 Brandenburger Tor;2011;34.99
21012;Sydney Opera House;LEGO® Architecture 21012 Sydney Opera House™;2012;39.99
21013;Big Ben;LEGO® Architecture 21013 Big Ben;2012;29.99
21014;Villa Savoye;LEGO® Architecture 21014 Villa Savoye;2012;69.99
21015;The Leaning Tower of Pisa;LEGO® Architecture 21015 Der Schiefe Turm von Pisa;2013;34.99
21016;Sungnyemun;LEGO® Architecture 21016 Sungnyemun;2012;34.99
21017;Imperial Hotel;LEGO® Architecture 21017 Imperial Hotel;2013;119.99
21018;United Nations Headquarters;LEGO® Architecture 21018 UN- Hauptquartier;2013;49.99
21019;The Eiffel Tower;LEGO® Architecture 21019 Der Eiffelturm;2014;34.99
21020;Trevi Fountain;LEGO® Architecture 21020 Trevi-Brunnen;2014;49.99
21022;Lincoln Memorial;LEGO® Architecture 21022 Lincoln Memorial;2015;29.99
21023;Flatiron Building;LEGO® Architecture 21023 Flatiron Building, New York;2015;39.99
21024;Louvre;LEGO® Architecture 21024 Louvre;2015;59.99
21026;Venice;LEGO® Architecture 21026 Venedig;2016;29.99
21027;Berlin;LEGO® Architecture 21027 Berlin;2016;29.99
21028;New York City;LEGO® Architecture 21028 New York City;2016;49.99
21029;Buckingham Palace;LEGO® Architecture 21029 Der Buckingham- Palast;2016;49.99
21030;United States Capitol Building;LEGO® Architecture 21030 Das Kapitol;2016;99.99
21031;Burj Khalifa;LEGO® Architecture 21031 Burj Khalifa;2016;39.99
21032;Sydney;LEGO® Architecture 21032 Sydney;2017;29.99
21033;Chicago;LEGO® Architecture 21033 Chicago;2017;39.99
21034;London;LEGO® Architecture 21034 London;2016;39.99
21035;Solomon R. Guggenheim Museum;LEGO® Architecture 21035 Solomon R. Guggenheim Museum®;2017;69.99
21036;Arc de Triomphe;LEGO® Architecture 21036 Der Triumphbogen;2017;34.99
21039;Shanghai;LEGO® Architecture 21039 Shanghai;2018;59.99
21041;Great Wall of China;LEGO® Architecture 21041 Die Chinesische Mauer;2018;49.99
21042;Statue of Liberty;LEGO® Architecture 21042 Freiheitsstatue;2018;99.99
21043;San Francisco;LEGO® Architecture 21043 San Francisco;2019;49.99
21044;Paris;LEGO® Architecture 21044 Paris;2019;49.99
21045;Trafalgar Square;LEGO® Architecture 21045 Trafalgar Square;2019;79.99
21046;Empire State Building;LEGO® Architecture 21046 Empire State Building;2019;99.99
21047;Las Vegas;LEGO® Architecture 21047 Las Vegas;2018;39.99
21051;Tokyo;LEGO® Architecture 21051 Tokio;2020;59.99
21052;Dubai;LEGO® Architecture 21052 Dubai;2020;59.99
21101;Hayabusa;LEGO® Ideas 21101 Hayabusa;2012;49.99
21102;Micro World;LEGO® Ideas 21102 Minecraft;2012;34.99
21103;The DeLorean Time Machine;LEGO® Ideas 21103 DeLorean Zeitmaschine;2013;39.99
21104;NASA Mars Science Laboratory Curiosity Rover;LEGO® Ideas 21104 NASA Mars Science Laboratory Curiosity Rover;2014;29.99
21105;Micro World - The Village;LEGO® Minecraft 21105 Micro World – The Village;2013;34.99
21106;Micro World - The Nether;LEGO® Minecraft 21106 Micro World – The Nether;2013;34.99
21107;Micro World - The End;LEGO® Minecraft 21107 Micro World – Das Ende;2014;34.99
21108;Ghostbusters Ecto-1;LEGO® Ideas 21108 Ghostbusters™ Ecto-1;2014;49.99
21109;Exo-Suit;LEGO® Ideas 21109 Exo Suit;2014;34.99
21110;Research Institute;LEGO® Ideas 21110 Forschungsinstitut;2014;19.99
21113;The Cave;LEGO® Minecraft 21113 Die Höhle;2014;19.99
21114;The Farm;LEGO® Minecraft 21114 Die Farm;2014;29.99
21115;The First Night;LEGO® Minecraft 21115 Steves Haus;2014;39.99
21116;Crafting Box;LEGO® Minecraft 21116 Crafting-Box;2014;54.99
21117;The Ender Dragon;LEGO® Minecraft 21117 Der Enderdrache;2014;69.99
21118;The Mine;LEGO® Minecraft 21118 Die Mine;2014;99.99
21119;The Dungeon;LEGO® Minecraft 21119 Das Verlies;2015;19.99
21120;The Snow Hideout;LEGO® Minecraft 21120 Das Versteck im Schnee;2015;39.99
21121;The Desert Outpost;LEGO® Minecraft 21121 Der Wüstenaußenposten;2015;69.99
21122;The Nether Fortress;LEGO® Minecraft 21122 Die Netherfestung;2015;89.99
21123;The Iron Golem;LEGO® Minecraft 21123 Der Eisengolem;2016;19.99
21124;The End Portal;LEGO® Minecraft 21124 Das End-Portal;2016;59.99
21125;The Jungle Tree House;LEGO® Minecraft 21125 Das Dschungel- Baumhaus;2016;89.99
21126;The Wither;LEGO® Minecraft 21126 Der Wither;2016;34.99
21127;The Fortress;LEGO® Minecraft 21127 Die Festung;2016;109.99
21128;The Village;LEGO® Minecraft 21128 Das Dorf;2016;199.99
21129;The Mushroom Island;LEGO® Minecraft 21129 Die Pilzinsel;2017;19.99
21130;The Nether Railway;LEGO® Minecraft 21130 Die Nether-Eisenbahn;2017;39.99
21131;The Ice Spikes;LEGO® Minecraft 21131 Türme aus Eis;2017;49.99
21132;The Jungle Temple;LEGO® Minecraft 21132 Der Dschungeltempel;2017;59.99
21133;The Witch Hut;LEGO® Minecraft 21133 Das Hexenhaus;2017;69.99
21134;The Waterfall Base;LEGO® Minecraft 21134 Unterschlupf im Wasserfall;2017;89.99
21135;The Crafting Box 2.0;LEGO® Minecraft 21135 Die Crafting-Box 2.0;2017;69.99
21136;The Ocean Monument;LEGO® Minecraft 21136 Das Ozeanmonument;2017;119.99
21137;The Mountain Cave;LEGO® Minecraft 21137 Die Berghöhle;2017;249.99
21138;The Melon Farm;LEGO® Minecraft 21138 Melonenplantage;2018;14.99
21139;The Nether Fight;LEGO® Minecraft 21139 Netherabenteuer;2018;14.99
21140;The Chicken Coop;LEGO® Minecraft 21140 Hühnerstall;2018;19.99
21141;The Zombie Cave;LEGO® Minecraft 21141 Zombiehöhle;2018;19.99
21142;The Polar Igloo;LEGO® Minecraft 21142 Eisiglu;2018;39.99
21143;The Nether Portal;LEGO® Minecraft 21143 Netherportal;2018;49.99
21144;The Farm Cottage;LEGO® Minecraft 21144 Farmhäuschen;2018;59.99
21145;The Skull Arena;LEGO® Minecraft 21145 Die Totenkopfarena;2018;19.99
21146;The Skeleton Attack;LEGO® Minecraft 21146 Die Skelette kommen!;2018;49.99
21147;The Bedrock Adventures;LEGO® Minecraft 21147 Abenteuer in den Felsen;2018;89.99
21148;Minecraft Steve BigFig with Parrot;LEGO® Minecraft 21148 BigFig Steve mit Papagei;2019;14.99
21149;Minecraft Alex BigFig with Chicken;LEGO® Minecraft 21149 BigFig Alex mit Huhn;2019;14.99
21150;Minecraft Skeleton BigFig with Magma Cube;LEGO® Minecraft 21150 BigFig Skelett mit Magmawürfel;2019;14.99
21151;The End Battle;LEGO® Minecraft 21151 Das letzte Gefecht;2019;19.99
21152;The Pirate Ship Adventure;LEGO® Minecraft 21152 Das Piratenschiff- Abenteuer;2019;49.99
21153;The Wool Farm;LEGO® Minecraft 21153 Die Schaffarm;2019;19.99
21154;The Blaze Bridge;LEGO® Minecraft 21154 Die Brücke;2019;39.99
21155;The Creeper Mine;LEGO® Minecraft 21155 Die Creeper™ Mine;2019;79.99
21156;BigFig Creeper and Ocelot;LEGO® Minecraft 21156 BigFig Creeper™ und Ozelot;2020;14.99
21157;BigFig Pig with Baby Zombie;LEGO® Minecraft 21157 BigFig Schwein mit Zombiebaby;2020;14.99
21158;The Panda Nursery;LEGO® Minecraft 21158 Der Panda- Kindergarten;2020;19.99
21159;The Pillager Outpost;LEGO® Minecraft 21159 Der Plünderer- Außenposten;2020;29.99
21160;The Illager Raid;LEGO® Minecraft 21160 Der Illager-Überfall;2020;69.99
21162;The Taiga Adventure;LEGO® Minecraft 21162 Das Taiga-Abenteuer;2020;9.99
21200;Life of George;LEGO® 21200 Life Of George 1;2011;29.99
21201;Life of George II;LEGO® 21201 Life of George;2012;26.99
21301;Birds;LEGO® Ideas 21301 Birds;2015;44.99
21302;The Big Bang Theory;LEGO® Ideas 21302 The Big Bang Theory;2015;59.99
21303;WALL•E [Original Version];LEGO® Ideas 21303 WALL•E;2015;49.99
21304;Doctor Who;LEGO® Ideas 21304 Doctor Who;2015;59.99
21305;Maze;LEGO® Ideas 21305 Maze Kugel-Labyrinth;2016;69.99
21306;Yellow Submarine;LEGO® Ideas 21306 Yellow Submarine;2016;59.99
21307;Caterham Seven 620R;LEGO® Ideas 21307 Caterham Seven 620R;2016;79.99
21308;Adventure Time;LEGO® Ideas 21308 Adventure Time™;2016;49.99
21309;NASA Apollo Saturn V;LEGO® Ideas 21309 LEGO® NASA Apollo Saturn V;2017;119.99
21310;Old Fishing Store;LEGO® Ideas 21310 Alter Angelladen;2017;149.99
21311;Voltron;LEGO® Ideas 21311 Voltron;2018;179.99
21312;Women of NASA;LEGO® Ideas 21312 Die NASA-Frauen;2017;24.99
21313;Ship in a Bottle;LEGO® Ideas 21313 Schiff in der Flasche;2018;69.99
21314;TRON: Legacy;LEGO® Ideas 21314 TRON: Legacy;2018;34.99
21315;Pop-Up Book;LEGO® Ideas 21315 Pop-Up-Buch;2018;69.99
21316;The Flintstones;LEGO® Ideas 21316 The Flintstones - Familie Feuerstein;2019;59.99
21317;Steamboat Willie;LEGO® Ideas 21317 Steamboat Willie;2019;89.99
21318;Tree House;LEGO® Ideas 21318 Baumhaus;2019;199.99
21319;Central Perk;LEGO® Ideas 21319 Central Perk;2019;69.99
21320;Dinosaur Fossils;LEGO® Ideas 21320 Dinosaurier-Fossilien;2019;59.99
21321;International Space Station;LEGO® Ideas 21321 Internationale Raumstation;2020;69.99
30325;My First Dinosaur;LEGO® Duplo 30325 LEGO DUPLO - 30325 Mein erster Dinosaurier;2018;3.49
30361;Fire ATV;LEGO® City 30361 Feuerwehr Quad Polybag;2019;0.01
30378;Shrunken Headquarters;LEGO® Nexo Knights 30378 Donner-Quad;2017;0.01
30382;Baby Velociraptor Playpen;LEGO® Jurassic World 30382 Spielgehege für Baby-Velociraptor;2018;0.01
30404;Friendship Flower;LEGO® Friends 30404 Freundschaftsblume;2018;3.49
30409;Emma's Bumper Cars;LEGO® Friends 30409 Emmas Autoscooter;2019;3.99
30473;Racer;LEGO® Juniors 30473 Rennwagen;2016;0.01
30497;First Order Heavy Assault Walker - Mini;LEGO® Star Wars 30497 First Order Heavy Assault Walker™;2017;0.01
30522;Batman in the Phantom Zone;LEGO® The LEGO Batman Movie 30522 Batman™ in der Phantom Zone;2016;3.49
30525;The Guardians' Ship;LEGO® Super Heroes 30525 Das Schiff der Wächter;2018;3.49
30532;Turbo;LEGO® Ninjago 30532 TURBO;2018;3.49
30542;Cute Pug;LEGO® Creator 30542 Niedlicher Mops;2018;3.99
30546;Krypto Saves the Day;LEGO® DC Super Hero Girls 30546 Krypto™ als Retter in der Not;2017;4.99
30573;Santa;LEGO® Creator 30573 Weihnachtsmann;2019;3.99
30607;Disco Batman - Tears of Batman;LEGO® The LEGO Batman Movie 30607 Batman™ im Disco-Outfit;2017;0.01
30609;Lloyd;LEGO® The LEGO Ninjago Movie 30609 LEGO® NINJAGO® Minifigur Lloyd;2017;2.99
30611;R2-D2;LEGO® Star Wars 30611 R2-D2™;2017;0.01
31000;Mini Speeder;LEGO® Creator 31000 Mini Rennwagen;2013;5.99
31001;Mini Skyfighter;LEGO® Creator 31001 Mini Skyflyer;2013;5.99
31002;Super Racer;LEGO® Creator 31002 Rennwagen;2013;9.99
31003;Red Rotors;LEGO® Creator 31003 Roter Helikopter;2013;9.99
31004;Fierce Flyer;LEGO® Creator 31004 Adler;2013;9.99
31005;Construction Hauler;LEGO® Creator 31005 Sattelschlepper;2013;14.99
31006;Highway Speedster;LEGO® Creator 31006 Sportwagen;2013;19.99
31007;Power Mech;LEGO® Creator 31007 Power Roboter;2013;19.99
31008;Thunder Wings;LEGO® Creator 31008 Power Jet;2013;19.99
31009;Small Cottage;LEGO® Creator 31009 Landhaus;2013;26.99
31010;Treehouse;LEGO® Creator 31010 Baumhaus;2013;29.99
31011;Aviation Adventures;LEGO® Creator 31011 Propellermaschine;2013;49.99
31012;Family House;LEGO® Creator 31012 Großes Einfamilienhaus;2013;59.99
31013;Red Thunder;LEGO® Creator 31013 Roter Hubschrauber;2014;4.99
31014;Power Digger;LEGO® Creator 31014 Power Bagger;2014;4.99
31017;Sunset Speeder;LEGO® Creator 31017 Ralley Cabrio;2014;9.99
31018;Highway Cruiser;LEGO® Creator 31018 Chopper;2014;9.99
31019;Forest Animals;LEGO® Creator 31019 Urwald Tiere;2014;17.99
31020;Twinblade Adventures;LEGO® Buch B12DK01 Das LEGO Ideen-Buch: Bau dir deine eigene Welt!;2014;19.95
31022;Turbo Quad;LEGO® Creator 31022 Turbo-Quad;2014;19.99
31023;Yellow Racers;LEGO® Creator 31023 Gelbe Flitzer;2014;24.99
31027;Blue Racer;LEGO® Creator 31027 Blauer Rennwagen;2015;4.99
31028;Sea Plane;LEGO® Creator 31028 Wasserflugzeug;2015;4.99
31029;Cargo Heli;LEGO® Creator 31029 Transporthubschrauber;2015;9.99
31030;Red Go-Kart;LEGO® Creator 31030 Rotes Go-Kart;2015;9.99
31031;Rainforest Animals;LEGO® Creator 31031 Regenwaldtiere;2015;14.99
31032;Red Creatures;LEGO® Creator 31032 Rote Kreaturen;2015;14.99
31033;Vehicle Transporter;LEGO® Creator 31033 Autotransporter;2015;19.99
31034;Future Flyer;LEGO® Creator 31034 Zukunftsflieger;2015;19.99
31035;Beach Hut;LEGO® Creator 31035 Strandhütte;2015;24.99
31036;Toy & Grocery Shop;LEGO® Creator 31036 Spielzeug- & Lebensmittelgeschäft;2015;34.99
31037;Adventure Vehicles;LEGO® Creator 31037 Abenteuerfahrzeuge;2015;19.99
31038;Changing Seasons;LEGO® Creator 31038 Wechselnde Jahreszeiten;2015;49.99
31039;Blue Power Jet;LEGO® Creator 31039 Blauer Power Jet;2015;54.99
31040;Desert Racers;LEGO® Creator 31040 Wüstenflitzer;2016;4.99
31041;Construction Vehicles;LEGO® Creator 31041 Baufahrzeuge;2016;4.99
31042;Super Soarer;LEGO® Creator 31042 Düsenjet;2016;9.99
31043;Chopper transporter;LEGO® Creator 31043 Hubschrauber Transporter;2016;9.99
31044;Park Animals;LEGO® Creator 31044 Tiere im Park;2016;14.99
31045;Ocean Explorer;LEGO® Creator 31045 Erforscher der Meere;2016;14.99
31046;Fast Car;LEGO® Creator 31046 Schneller Sportflitzer;2016;19.99
31047;Propeller Plane;LEGO® Creator 31047 Propeller-Flugzeug;2016;19.99
31048;Lakeside Lodge;LEGO® Creator 31048 Hütte am See;2016;24.99
31049;Twin Spin Helicopter;LEGO® Creator 31049 Doppelrotor- Hubschrauber;2016;29.99
31050;Corner Deli;LEGO® Creator 31050 Feinkostladen;2016;34.99
31052;Vacation Getaways;LEGO® Creator 31052 Urlaubsreisen;2016;59.99
31053;Treehouse Adventures;LEGO® Creator 31053 Baumhausabenteuer;2016;29.99
31054;Blue Express;LEGO® Creator 31054 Blauer Schnellzug;2017;4.99
31055;Red Racer;LEGO® Creator 31055 Roter Rennwagen;2017;4.99
31056;Green Cruiser;LEGO® Creator 31056 Grünes Cabrio;2017;9.99
31057;Air Blazer;LEGO® Creator 31057 Helikopter;2017;9.99
31058;Mighty Dinosaurs;LEGO® Creator 31058 Dinosaurier;2017;14.99
31059;Sunset Street Bike;LEGO® Creator 31059 Straßenrennmaschine;2016;19.99
31060;Airshow Aces;LEGO® Creator 31060 Flugschau-Attraktionen;2016;19.99
31062;Robo Explorer;LEGO® Creator 31062 Forschungsroboter;2017;17.99
31063;Beachside Vacation;LEGO® Creator 31063 Strandurlaub;2017;26.99
31064;Island Adventures;LEGO® Creator 31064 Wasserflugzeug- Abenteuer;2017;29.99
31065;Park Street Townhouse;LEGO® Creator 31065 Stadthaus an der Parkstraße;2017;49.99
31066;Space Shuttle Explorer;LEGO® Creator 31066 Forschungs- Spaceshuttle;2017;29.99
31067;Modular Poolside Holiday;LEGO® Creator 31067 Ferien am Pool;2017;24.99
31068;Modular Modern Home;LEGO® Creator 31068 Modernes Zuhause;2017;34.99
31069;Modular Family Villa;LEGO® Creator 31069 Familienvilla;2017;59.99
31070;Turbo Track Racer;LEGO® Creator 31070 Turborennwagen;2017;49.99
31071;Drone Explorer;LEGO® Creator 31071 Forschungsdrohne;2018;9.99
31072;Extreme Engines;LEGO® Creator 31072 Ultimative Motor-Power;2018;9.99
31073;Mythical Creatures;LEGO® Creator 31073 Fabelwesen;2018;14.99
31074;Rocket Rally Car;LEGO® Creator 31074 Raketen Rallyeflitzer;2018;19.99
31075;Outback Adventures;LEGO® Creator 31075 Outback Abenteuer;2018;19.99
31076;Daredevil Stunt Plane;LEGO® Creator 31076 Tollkühner Flieger;2018;19.99
31077;Modular Sweet Surprises;LEGO® Creator 31077 Modulares Zuckerhaus;2018;34.99
31079;Sunshine Surfer Van;LEGO® Creator 31079 Surfermobil;2018;29.99
31080;Modular Winter Vacation;LEGO® Creator 31080 Modulares Wintersportparadies;2018;29.99
31081;Modular Skate House;LEGO® Creator 31081 Umbaubares Freizeitzentrum;2018;39.99
31083;Cruising Adventures;LEGO® Creator 31083 Yacht;2018;49.99
31084;Pirate Roller Coaster;LEGO® Creator 31084 Piraten-Achterbahn;2018;79.99
31085;Mobile Stunt Show;LEGO® Creator 31085 Stunt-Truck-Transporter;2018;49.99
31086;Futuristic Flyer;LEGO® Creator 31086 Flugzeug der Zukunft;2019;14.99
31087;Dune Buggy;LEGO® Creator 31087 Strandbuggy;2019;12.99
31088;Deep Sea Creatures;LEGO® Creator 31088 Bewohner der Tiefsee;2019;14.99
31089;Sunset Track Racer;LEGO® Creator 31089 Rennwagen;2019;19.99
31090;Underwater Robot;LEGO® Creator 31090 Unterwasser-Roboter;2019;19.99
31091;Shuttle Transporter;LEGO® Creator 31091 Transporter für Space Shuttle;2019;24.99
31092;Helicopter Adventure;LEGO® Creator 31092 Hubschrauber- Abenteuer;2019;9.99
31093;Riverside Houseboat;LEGO® Creator 31093 Hausboot;2019;29.99
31094;Race Plane;LEGO® Creator 31094 Rennflugzeug;2019;29.99
31095;Fairground Carousel;LEGO® Creator 31095 Jahrmarktkarussell;2019;49.99
31096;Twin-Rotor Helicopter;LEGO® Creator 31096 Doppelrotor- Hubschrauber;2019;49.99
31097;Townhouse Pet Shop & Café;LEGO® Creator 31097 Stadthaus mit Zoohandlung & Café;2019;79.99
31098;Outback Cabin;LEGO® Creator 31098 Outback-Hütte;2019;29.99
31099;Propeller Plane;LEGO® Creator 31099 Propellerflugzeug;2020;9.99
31100;Sports Car;LEGO® Creator 31100 Sportwagen;2020;9.99
31101;Monster Truck;LEGO® Creator 31101 Monster-Truck;2020;14.99
31102;Fire Dragon;LEGO® Creator 31102 Feuerdrache;2020;19.99
31103;Rocket Truck;LEGO® Creator 31103 Raketen-Truck;2020;24.99
31104;Monster Burger Truck;LEGO® Creator 31104 Burger-Monster-Truck;2020;49.99
31105;Townhouse Toy Store;LEGO® Creator 31105 Spielzeugladen im Stadthaus;2020;49.99
31313;Mindstorms EV3;LEGO® Mindstorms 31313 LEGO® MINDSTORMS® EV3;2013;349.99
40010;Santa with Sleigh;LEGO® 40010 Father Christmas with Sledge Building Set;2010;4.99
40022;Mini Santa Set;LEGO® 40022 Mini Santa Set;2011;4.99
40023;Holiday Stocking;LEGO® 40023 Holiday Stocking;2011;4.99
40024;Christmas Tree;LEGO® 40024 Christmas Tree;2011;4.99
40028;Mini Hogwarts Express;LEGO® Harry Potter 40028 Mini Hogwarts Express;2011;4.99
40029;Heart 2012;LEGO® 40029 Valentine's Day Box;2012;4.99
40030;Duck with Ducklings;LEGO® 40030 Duck with Ducklings;2012;4.99
40031;Bunny and Chick;LEGO® 40031 Bunny and Chick;2012;4.99
40032;Witch;LEGO® 40032 Witch;2012;4.99
40034;Christmas Train;LEGO® 40034 Christmas Train;2012;4.99
40035;Rocking Horse;LEGO® 40035 Rocking Horse;2012;4.99
40051;Valentine’s Day Heart Box;LEGO® 40051 Valentine's Day Heart Box;2013;4.99
40052;Springtime Scene;LEGO® 40052 Springtime Scene;2013;7.99
40053;Easter Bunny with Basket;LEGO® 40053 Easter Bunny with Basket;2013;4.99
40054;Summer Scene;LEGO® 40054 Summer Scene;2013;4.99
40055;Pumpkin;LEGO® 40055 Halloween Pumpkin;2013;4.99
40056;Thanksgiving Feast;LEGO® 40056 Thanksgiving Feast;2013;7.99
40057;Fall Scene;LEGO® 40057 Fall Scene;2013;7.99
40058;Decorating The Tree;LEGO® 40058 Decorating the Tree;2013;7.99
40059;Santa's Sleigh;LEGO® 40059 Santa's Sleigh;2013;7.99
40080;Friends Pencil Holder;LEGO® Friends 40080 LEGO® Friends Stiftehalter;2013;12.99
40085;Valentine Bear;LEGO® 40085 LEGO Valentine;2014;9.99
40086;LEGO Easter Bunny;LEGO® 40086 LEGO® Ostern;2014;9.99
40090;Halloween Bat;LEGO® 40090 Halloween-Fledermaus;2014;9.99
40091;Turkey;LEGO® 40091 Erntedank-Truthahn;2014;9.99
40092;Reindeer;LEGO® 40092 Rentier;2014;9.99
40093;Snowman;LEGO® 40093 Schneemann;2014;9.99
40110;Coin Bank;LEGO® City 40110 LEGO® City Spardose;2014;12.99
40112;Model Catwalk;LEGO® Friends 40112 LEGO® Friends Laufsteg;2014;12.99
40118;Buildable Brick Box 2x2;LEGO® 40118 Baubare Steinebox 2 x 2;2014;14.99
40120;Valentine's Day Dinner;LEGO® 40120 Valentine's Day Dinner;2015;9.99
40121;Painting Easter Eggs;LEGO® 40121 Ostereiermalerei;2015;9.99
40122;Trick or Treat;LEGO® 40122 Süßes oder Saures!;2015;9.99
40123;Thanksgiving Feast;LEGO® 40123 Erntedankfest;2015;9.99
40124;Winter Fun;LEGO® 40124 Winterspaß;2015;9.99
40125;Santa's Visit;LEGO® 40125 Besuch des Weihnachtsmanns;2015;9.99
40153;Birthday Cake;LEGO® 40153 Geburtstagstischdekoration;2015;7.99
40154;Pencil Holder;LEGO® 40154 Stiftebecher;2015;12.99
40155;Piggy Coin Bank;LEGO® 40155 Sparschwein;2015;12.99
40156;Organiser;LEGO® Friends 40156 Schmetterlings-Organizer;2015;14.99
40158;Pirates Chess Set;LEGO® Pirates 40158 Schachspiel;2015;54.99
40161;What Am I?;LEGO® 40161 Was bin ich?;2016;34.99
40165;Minifigure Wedding Favor Set;LEGO® 40165 Minifiguren-Hochzeits- Set;2016;7.99
40170;Build My City Accessory Set;LEGO® City 40170 LEGO® City Zubehörset „Ich baue meine Stadt´´;2017;9.99
40171;Hedgehog Storage;LEGO® Friends 40171 LEGO® Friends – Baubare Igeldose;2017;12.99
40172;Brick Calendar;LEGO® 40172 LEGO® Iconic – Stein Kalender;2017;19.99
40173;Picture Frame;LEGO® 40173 LEGO® Iconic Bilderrahmen;2018;16.99
40174;Iconic Chess Set;LEGO® 40174 LEGO® Iconic – Schachspiel 2017;2017;54.99
40176;Scarif Stormtrooper;LEGO® Star Wars 40176 LEGO® Star Wars Scarif Stormtrooper auf Ständer;2017;0.01
40178;Iconic VIP Set;LEGO® Promotional 40178 LEGO® Iconic VIP Set;2017;0.01
40187;Flowers;LEGO® 40187 Blumenpracht;2018;5.99
40188;Pencil Pot;LEGO® 40188 LEGO® Stiftebecher;2018;12.99
40197;Wedding Favour 2018;LEGO® 40197 Minifiguren-Hochzeits-Set 2018;2018;9.99
40198;Ludo Game;LEGO® 40198 LEGO® Ludo-Spiel;2018;39.99
40201;Valentines Cupid Dog;LEGO® 40201 Valentinstag-Hund;2016;9.99
40202;Easter Chick;LEGO® 40202 Oster Huhn;2016;9.99
40203;Vampire and Bat;LEGO® 40203 LEGO® Vampir und Fledermaus;2016;9.99
40204;Pilgrim's Feast;LEGO® 40204 LEGO® Thanksgiving;2016;9.99
40205;Elves' Workshop;LEGO® 40205 LEGO® Helfende Elfen;2016;9.99
40206;Santa;LEGO® 40206 LEGO® Weihnachtsmann;2016;9.99
