setNum;name_en;name_de;year;recommendedRetailPrice €
70103;Boulder Bowling;LEGO® Legends Of Chima 70103 Felskegeln;2013;14.99
70104;Jungle Gates;LEGO® Legends Of Chima 70104 Dschungeltore;2013;14.99
70105;Nest Dive;LEGO® Legends Of Chima 70105 Nestspringen;2013;14.99
70106;Ice Tower;LEGO® Legends Of Chima 70106 Eisturm;2013;14.99
70107;Skunk Attack;LEGO® Legends Of Chima 70107 Stinktierattacke;2013;14.99
70108;Royal Roost;LEGO® Legends Of Chima 70108 Königs-Crash;2013;14.99
70109;Whirling Vines;LEGO® Legends Of Chima 70109 Schlingpflanze;2013;14.99
70110;Tower Target;LEGO® Legends Of Chima 70110 Turmschießen;2013;14.99
70112;Croc Chomp;LEGO® Legends Of Chima 70112 Croc-Falle;2013;14.99
70113;CHI Battles;LEGO® Legends Of Chima 70113 Starter Set CHI- Turnier;2013;19.99
70114;Sky Joust;LEGO® Legends Of Chima 70114 Action-Set “Himmelsduell”;2013;19.99
70115;Ultimate Speedor Tournament;LEGO® Legends Of Chima 70115 Ultimatives Speedorz Turnier;2013;29.99
70123;Lion Legend Beast;LEGO® Legends Of Chima 70123 Löwe Legend- Beast;2014;9.99
70124;Eagle Legend Beast;LEGO® Legends Of Chima 70124 Adler Legend- Beast;2014;9.99
70125;Gorilla Legend Beast;LEGO® Legends Of Chima 70125 Gorilla Legend- Beast;2014;9.99
70126;Crocodile Legend Beast;LEGO® Legends Of Chima 70126 Krokodil Legend- Beast;2014;9.99
70127;Wolf Legend Beast;LEGO® Legends Of Chima 70127 Wolf Legend- Beast;2014;9.99
70128;Braptor's Wing Striker;LEGO® Legends Of Chima 70128 Braptors Fledermaus- Flieger;2014;14.99
70129;Lavertus' Twin Blade;LEGO® Legends Of Chima 70129 Lavertus Löwen- Jet;2014;19.99
70130;Sparratus' Spider Stalker;LEGO® Legends Of Chima 70130 Sparratus Spinnen-Stalker;2014;24.99
70131;Rogon's Rock Flinger;LEGO® Legends Of Chima 70131 Rogons Nashorn- Cruiser;2014;32.99
70132;Scorm's Scorpion Stinger;LEGO® Legends Of Chima 70132 Scorms Skorpionstachel;2014;39.99
70133;Spinlyn's Cavern;LEGO® Legends Of Chima 70133 Spynlins Höhle;2014;39.99
70134;Lavertus' Outland Base;LEGO® Legends Of Chima 70134 Lavertus Lagerversteck;2014;59.99
70135;Cragger's Fire Striker;LEGO® Legends Of Chima 70135 Craggers Feuer- Striker;2014;39.99
70136;Banana Bash;LEGO® Legends Of Chima 70136 Banana-Power;2014;14.99
70137;Bat Strike;LEGO® Legends Of Chima 70137 Fledermaustor;2014;14.99
70138;Web Dash;LEGO® Legends Of Chima 70138 Spinnennetz;2014;14.99
70139;Sky Launch;LEGO® Legends Of Chima 70139 Wolkensprung;2014;14.99
70140;Stinger Duel;LEGO® Legends Of Chima 70140 Stachelduell;2014;19.99
70141;Vardy's Ice Vulture Glider;LEGO® Legends Of Chima 70141 Vardys Eis- Gleiter;2014;19.99
70142;Eris' Fire Eagle Flyer;LEGO® Legends Of Chima 70142 Eris’ Feueradler;2014;29.99
70143;Sir Fangar's Sabre-Tooth Walker;LEGO® Legends Of Chima 70143 Sir Fangars Säbelzahn-Roboter;2014;39.99
70144;Laval's Fire Lion;LEGO® Legends Of Chima 70144 Lavals Feuerlöwe;2014;49.99
70145;Maula’s Ice Mammoth Stomper;LEGO® Legends Of Chima 70145 Maulas Eismammuth;2014;79.99
70146;Flying Phoenix Fire Temple;LEGO® Legends Of Chima 70146 Phoenix Fliegender Feuertempel;2014;119.99
70147;Sir Fangar’s Ice Fortress;LEGO® Legends Of Chima 70147 Sir Fangars Eisschloss;2014;69.99
70149;Scorching Blades;LEGO® Legends Of Chima 70149 Feuer-Klingen;2014;14.99
70150;Flaming Claws;LEGO® Legends Of Chima 70150 Feuer-Klauen;2014;14.99
70151;Frozen Spikes;LEGO® Legends Of Chima 70151 Eis-Stachel;2014;14.99
70155;Inferno Pit;LEGO® Legends Of Chima 70155 Feuer-Höhle;2014;14.99
70156;Fire vs. Ice;LEGO® Legends Of Chima 70156 Feuer gegen Eis;2014;19.99
70160;Riverside Raid;LEGO® Agents 70160 Agenten Buggy;2014;9.99
70161;Tremor Track Infiltration;LEGO® Agents 70161 Tremors Kettenfahrzeug;2014;19.99
70162;Infearno Interception;LEGO® Agents 70162 Infearnos Interceptor;2014;29.99
70163;Toxikita's Toxic Meltdown;LEGO® Agents 70163 Toxikitas Angriff auf das Labor;2014;39.99
70164;Hurricane Heist;LEGO® Agents 70164 Hurrikan-Überfall;2014;59.99
70165;Ultra Agents Mission HQ;LEGO® Agents 70165 Ultra-Agenten- Hauptquartier;2014;99.99
70166;Spyclops Infiltration;LEGO® Agents 70166 Spyclops-Infiltration;2015;9.99
70167;Invizable Gold Getaway;LEGO® Agents 70167 Invizable's Goldraub;2015;19.99
70168;Drillex Diamond Job;LEGO® Agents 70168 Drillex Diamanten Diebstahl;2015;34.99
70169;Agent Stealth Patrol;LEGO® Agents 70169 Geheimagenten im Geheimeinsatz;2015;49.99
70170;UltraCopter vs. AntiMatter;LEGO® Agents 70170 UltraCopter vs. AntiMatter;2015;69.99
70200;CHI Laval;LEGO® Legends Of Chima 70200 CHI Laval;2013;14.99
70201;CHI Eris;LEGO® Legends Of Chima 70201 CHI Eris;2013;14.99
70202;CHI Gorzan;LEGO® Legends Of Chima 70202 CHI Gorzan;2013;14.99
70203;CHI Cragger;LEGO® Legends Of Chima 70203 CHI Cragger;2013;14.99
70204;CHI Worriz;LEGO® Legends Of Chima 70204 CHI Worriz;2013;14.99
70205;CHI Razar;LEGO® Legends Of Chima 70205 CHI Razar;2013;14.99
70206;CHI Laval;LEGO® Legends Of Chima 70206 CHI Laval;2014;14.99
70207;CHI Cragger;LEGO® Legends Of Chima 70207 CHI Cragger;2014;14.99
70208;CHI Panthar;LEGO® Legends Of Chima 70208 CHI Panthar;2014;14.99
70209;CHI Mungus;LEGO® Legends Of Chima 70209 CHI Mungus;2014;14.99
70210;CHI Vardy;LEGO® Legends Of Chima 70210 CHI Vardy;2014;14.99
70211;CHI Fluminox;LEGO® Legends Of Chima 70211 CHI Fluminox;2014;19.99
70212;CHI Sir Fangar;LEGO® Legends Of Chima 70212 Eis-CHI Sir Fangar;2014;19.99
70220;Strainor's Saber Cycle;LEGO® Legends Of Chima 70220 Strainors Säbelzahnmotorrad;2015;14.99
70221;Flinx's Ultimate Phoenix;LEGO® Legends Of Chima 70221 Flinx' Ultimativer Phönix;2015;19.99
70222;Tormak's Shadow Blazer;LEGO® Legends Of Chima 70222 Tormaks Schattenwerfer;2015;34.99
70223;Icebite's Claw Driller;LEGO® Legends Of Chima 70223 Icebites Eisbär- Mech;2015;49.99
70224;Tiger's Mobile Command;LEGO® Legends Of Chima 70224 Mobile Kommandozentrale der Tiger;2015;69.99
70225;Bladvic's Rumble Bear;LEGO® Legends Of Chima 70225 Bladvics Grollbär- Mech;2015;39.99
70226;Mammoth's Frozen Stronghold;LEGO® Legends Of Chima 70226 Die Eisfestung der Mammuts;2015;64.99
70227;King Crominus' Rescue;LEGO® Legends Of Chima 70227 König Crominus' Rettung;2015;79.99
70228;Vultrix's Sky Scavenger;LEGO® Legends Of Chima 70228 Vultrix' Himmelsplünderer;2015;39.99
70229;Lion Tribe Pack;LEGO® Legends Of Chima 70229 Löwenstamm-Set;2015;9.99
70230;Ice Bear Tribe Pack;LEGO® Legends Of Chima 70230 Eisbärstamm- Set;2015;9.99
70231;Crocodile Tribe Pack;LEGO® Legends Of Chima 70231 Krokodilstamm- Set;2015;9.99
70232;Sabre Tooth Tiger Pack;LEGO® Legends Of Chima 70232 Säbelzahntigerstamm- Set;2015;9.99
70310;Knighton Battle Blaster;LEGO® Nexo Knights 70310 Knighton Scheiben- Werfer;2016;9.99
70311;Chaos Catapult;LEGO® Nexo Knights 70311 Chaos-Katapult;2016;9.99
70312;Lance's Mecha Horse;LEGO® Nexo Knights 70312 Lances Robo- Pferd;2016;19.99
70313;Moltor's Lava Smasher;LEGO® Nexo Knights 70313 Moltors Lava- Werfer;2016;19.99
70314;Beast Master's Chaos Chariot;LEGO® Nexo Knights 70314 Chaos-Kutsche des Monster-Meisters;2016;32.99
70315;Clay's Rumble Blade;LEGO® Nexo Knights 70315 Clays Klingen- Cruiser;2016;39.99
70316;Jestro's Evil Mobile;LEGO® Nexo Knights 70316 Jestros Gefährt der Finsternis;2016;49.99
70317;The Fortrex;LEGO® Nexo Knights 70317 Fortrex – Die rollende Festung;2016;99.99
70318;The Glob Lobber;LEGO® Nexo Knights 70318 Globlin Armbrust;2016;9.99
70319;Macy's Thunder Mace;LEGO® Nexo Knights 70319 Macys Donnerbike;2016;19.99
70320;Aaron Fox's Aero-Striker V2;LEGO® Nexo Knights 70320 Aarons Aero-Flieger V2;2016;32.99
70321;General Magmar's Siege Machine of Doom;LEGO® Nexo Knights 70321 General Magmars Schicksalsmobil;2016;49.99
70322;Axl's Tower Carrier;LEGO® Nexo Knights 70322 Axls mobiler Verteidigungsturm;2016;79.99
70323;Jestro's Volcano Lair;LEGO® Nexo Knights 70323 Jestros Vulkanfestung;2016;119.99
70324;Merlok's Library 2.0;LEGO® Nexo Knights 70324 Merloks Bücherei 2.0;2016;24.99
70325;Infernox Captures The Queen;LEGO® Nexo Knights 70325 Infernox und die Königin;2016;24.99
70327;The King's Mech;LEGO® Nexo Knights 70327 Der Mech des Königs;2016;32.99
70330;Ultimate Clay;LEGO® Nexo Knights 70330 Ultimativer Clay;2016;9.99
70331;Ultimate Macy;LEGO® Nexo Knights 70331 Ultimative Macy;2016;9.99
70332;Ultimate Aaron;LEGO® Nexo Knights 70332 Ultimativer Aaron;2016;9.99
70333;Ultimate Robin;LEGO® Nexo Knights 70333 Ultimativer Robin;2016;9.99
70334;Ultimate Beast Master;LEGO® Nexo Knights 70334 Ultimativer Monster- Meister;2016;9.99
70335;Ultimate Lavaria;LEGO® Nexo Knights 70335 Ultimative Lavaria;2016;9.99
70336;Ultimate Axl;LEGO® Nexo Knights 70336 Ultimativer Axl;2016;9.99
70337;Ultimate Lance;LEGO® Nexo Knights 70337 Ultimativer Lance;2016;9.99
70338;Ultimate General Magmar;LEGO® Nexo Knights 70338 Ultimativer General Magmar;2016;9.99
70339;Ultimate Flama;LEGO® Nexo Knights 70339 Ultimativer Flama;2016;9.99
70347;King's Guard Artillery;LEGO® Nexo Knights 70347 Bike der Königlichen Wache;2017;9.99
70348;Lance's Twin Jouster;LEGO® Nexo Knights 70348 Lances Doppellanzen- Cruiser;2017;19.99
70349;Ruina's Lock & Roller;LEGO® Nexo Knights 70349 Ruinas Käfig- Roller;2017;19.99
70350;The Three Brothers;LEGO® Nexo Knights 70350 Triple-Rocker;2017;32.99
70351;Clay's Falcon Fighter Blaster;LEGO® Nexo Knights 70351 Clays Blaster- Falke;2017;49.99
70352;Jestro's Headquarters;LEGO® Nexo Knights 70352 Jestros Monströses Monster-Mobil (MoMoMo);2017;99.99
70353;The Heligoyle;LEGO® Nexo Knights 70353 Der Gargoyl-Heli;2017;32.99
70354;Axl's Rumble Maker;LEGO® Nexo Knights 70354 Axls Krawallmacher;2017;39.99
70355;Aaron's Rock Climber;LEGO® Nexo Knights 70355 Aarons Klettermaxe;2017;59.99
70356;The Stone Colossus of Ultimate Destruction;LEGO® Nexo Knights 70356 Der stürmische Steinkoloss;2017;69.99
70357;Knighton Castle;LEGO® Nexo Knights 70357 Schloss Knighton;2017;129.99
70358;Aaron's Stone Destroyer;LEGO® Nexo Knights 70358 Aarons Flex- Dragster;2017;24.99
70359;Lance vs. lightning;LEGO® Nexo Knights 70359 Lance gegen Lightning;2017;24.99
70361;Macy's Bot Drop Dragon;LEGO® Nexo Knights 70361 Macys Robo- Abwurfdrache;2017;14.99
70362;Battle Suit Clay;LEGO® Nexo Knights 70362 Action Clay;2017;9.99
70363;Battle Suit Macy;LEGO® Nexo Knights 70363 Action Macy;2017;9.99
70364;Battle Suit Aaron;LEGO® Nexo Knights 70364 Action Aaron;2017;9.99
70365;Battle Suit Axl;LEGO® Nexo Knights 70365 Action Axl;2017;9.99
70366;Battle Suit Lance;LEGO® Nexo Knights 70366 Action Lance;2017;9.99
70372;Combo NEXO Powers Wave 1;LEGO® Nexo Knights 70372 Combo NEXO Kräfte (Serie 1);2017;3.99
70373;Combo NEXO Powers Wave 2;LEGO® Nexo Knights 70373 Combo NEXO Kräfte (Serie 2);2017;3.99
70400;Forest Ambush;LEGO® Castle 70400 Angriff auf den Goldtransport;2013;9.99
70401;Gold Getaway;LEGO® Castle 70401 Goldraub;2013;19.99
70402;The Gatehouse Raid;LEGO® Castle 70402 Verteidigung des Wachturms;2013;29.99
70403;Dragon Mountain;LEGO® Castle 70403 Drachen-Tor;2013;49.99
70404;King's Castle;LEGO® Castle 70404 Große Königsburg;2013;99.99
70409;Shipwreck Defense;LEGO® Pirates 70409 Verteidigung des Schiffswracks;2015;9.99
70410;Soldiers Outpost;LEGO® Pirates 70410 Soldaten-Wachposten mit Piratenfloß;2015;19.99
70411;Treasure Island;LEGO® Pirates 70411 Piraten-Schatzinsel;2015;19.99
70412;Soldiers Fort;LEGO® Pirates 70412 Soldaten-Fort;2015;34.99
70413;The Brick Bounty;LEGO® Pirates 70413 Großes Piratenschiff;2015;99.99
70418;J.B's Ghost Lab;LEGO® Hidden Side 70418 J.B.´s Geisterlabor;2019;19.99
70419;Wrecked Shrimp Boat;LEGO® Hidden Side 70419 Gekenterter Garnelenkutter;2019;29.99
70420;Graveyard Mystery;LEGO® Hidden Side 70420 Geheimnisvoller Friedhof;2019;29.99
70421;El Fuego's Stunt Truck;LEGO® Hidden Side 70421 El Fuegos Stunt- Truck;2019;39.99
70422;Shrimp Shack Attack;LEGO® Hidden Side 70422 Angriff auf die Garnelenhütte;2019;49.99
70423;Paranormal Intercept Bus 3000;LEGO® Hidden Side 70423 Spezialbus Geisterschreck 3000;2019;59.99
70424;Ghost Train Express;LEGO® Hidden Side 70424 Geister- Expresszug;2019;79.99
70425;Newbury Haunted High School;LEGO® Hidden Side 70425 Newbury´s spukende Schule;2019;119.99
70427;Welcome to the Hidden Side;LEGO® Hidden Side 70427 Hidden Side Portal;2020;19.99
70428;Jack's Beach Buggy;LEGO® Hidden Side 70428 Jacks Strandbuggy;2020;19.99
70429;El Fuego's Stunt Plane;LEGO® Hidden Side 70429 El Fuegos Stunt- Flugzeug;2020;29.99
70430;Newbury Subway;LEGO® Hidden Side 70430 Newbury U-Bahn-Station;2020;29.99
70431;The Lighthouse of Darkness;LEGO® Hidden Side 70431 Der Leuchtturm der Dunkelheit;2020;49.99
70432;Haunted Fairground;LEGO® Hidden Side 70432 Geister-Jahrmarkt;2020;49.99
70500;Kai's Fire Mech;LEGO® Ninjago 70500 Kais Feuerroboter;2013;9.99
70501;Samurai Bike;LEGO® Ninjago 70501 Samurai-Bike;2013;19.99
70502;Cole's Earth Driller;LEGO® Ninjago 70502 Coles Powerbohrer;2013;19.99
70503;Golden Dragon;LEGO® Ninjago 70503 Goldener Drache;2013;29.99
70504;Garmatron;LEGO® Ninjago 70504 Garmatron;2013;39.99
70505;Temple of Light;LEGO® Ninjago 70505 Tempel des Lichts;2013;64.99
70588;Titanium Ninja Tumbler;LEGO® Ninjago 70588 Titan-Ninjamobil;2016;29.99
70589;Rock Roader;LEGO® Ninjago 70589 Felsen-Buggy;2016;39.99
70590;Airjitzu Battle Grounds;LEGO® Ninjago 70590 Airjitzu Turnierarena;2016;59.99
70591;Kryptarium Prison Breakout;LEGO® Ninjago 70591 Kryptarium- Gefängnisausbruch;2016;19.99
70592;Salvage M.E.C.;LEGO® Ninjago 70592 Schatzgräber M.E.C.;2016;39.99
70593;The Green NRG Dragon;LEGO® Ninjago 70593 Der Grüne Energie- Drache;2016;49.99
70594;The Lighthouse Siege;LEGO® Ninjago 70594 Die Leuchtturmbelagerung;2016;69.99
70595;Ultra Stealth Raider;LEGO® Ninjago 70595 Ultra-Tarnkappen- Fahrzeug;2016;89.99
70596;Samurai X Cave Chaos;LEGO® Ninjago 70596 Samurai X Höhlenchaos;2016;119.99
70599;Cole's Dragon;LEGO® Ninjago 70599 Coles Drache;2016;9.99
70600;Ninja Bike Chase;LEGO® Ninjago 70600 Ninja-Bike Jagd;2016;19.99
70601;Sky Shark;LEGO® Ninjago 70601 Luft-Hai;2016;19.99
70602;Jay's Elemental Dragon;LEGO® Ninjago 70602 Jays Elementardrache;2016;34.99
70603;Raid Zeppelin;LEGO® Ninjago 70603 Kommando-Zeppelin;2016;32.99
70604;Tiger Widow Island;LEGO® Ninjago 70604 Schwarze Witwen-Insel;2016;49.99
70605;Misfortune's Keep;LEGO® Ninjago 70605 Luftschiff des Unglücks;2016;89.99
70606;Spinjitzu Training;LEGO® The LEGO Ninjago Movie 70606 Spinjitzu- Training;2017;9.99
70607;City Chase;LEGO® The LEGO Ninjago Movie 70607 Verfolgungsjagd in NINJAGO® City;2017;19.99
70608;Master Falls;LEGO® The LEGO Ninjago Movie 70608 Meister Wu's Wasser- Fall;2017;29.99
70609;Manta Ray Bomber;LEGO® The LEGO Ninjago Movie 70609 Mantarochen- Flieger;2017;29.99
70610;Flying Jelly Sub;LEGO® The LEGO Ninjago Movie 70610 Turbo Qualle;2017;29.99
70611;Water Strider;LEGO® The LEGO Ninjago Movie 70611 Nya's Wasser- Walker;2017;39.99
70612;Green Ninja Mech Dragon;LEGO® The LEGO Ninjago Movie 70612 Mech-Drache des Grünen Ninja;2017;49.99
70613;Garma Mecha Man;LEGO® The LEGO Ninjago Movie 70613 Garmadon's Robo- Hai;2017;59.99
70614;Lightning Jet;LEGO® The LEGO Ninjago Movie 70614 Jay's Jet- Blitz;2017;59.99
70615;Fire Mech;LEGO® The LEGO Ninjago Movie 70615 Kai's Feuer-Mech;2017;69.99
70616;Ice Tank;LEGO® The LEGO Ninjago Movie 70616 Zane's Eis-Raupe;2017;79.99
70617;Temple of The Ultimate Ultimate Weapon;LEGO® The LEGO Ninjago Movie 70617 Ultimativ ultimatives Tempel-Versteck;2017;99.99
70618;Destiny's Bounty;LEGO® The LEGO Ninjago Movie 70618 Ninja- Flugsegler;2017;169.99
70620;NINJAGO City;LEGO® The LEGO Ninjago Movie 70620 Ninjago City;2017;299.99
70621;The Vermillion Attack;LEGO® Ninjago 70621 Vermillion Falle;2017;9.99
70622;Desert Lightning;LEGO® Ninjago 70622 Wüstenflitzer;2017;19.99
70623;Destiny's Shadow;LEGO® Ninjago 70623 Schatten des Ninja- Flugseglers;2017;29.99
70624;Vermillion Invader;LEGO® Ninjago 70624 Vermillion Eindringling;2017;29.99
70625;Samurai VXL;LEGO® Ninjago 70625 Samurai Turbomobil;2017;39.99
70626;Dawn of Iron Doom;LEGO® Ninjago 70626 Verhängnisvolle Dämmerung;2017;59.99
70627;Dragon's Forge;LEGO® Ninjago 70627 Drachenschmiede;2017;79.99
70628;Lloyd - Spinjitzu Master;LEGO® The LEGO Ninjago Movie 70628 Spinjitzu- Meister Lloyd;2018;9.99
70629;Piranha Attack;LEGO® The LEGO Ninjago Movie 70629 Piranha- Angriff;2018;19.99
70631;Garmadon's Volcano Lair;LEGO® The LEGO Ninjago Movie 70631 Garmadons Vulkanversteck;2018;49.99
70632;Quake Mech;LEGO® The LEGO Ninjago Movie 70632 Cole's Donner- Mech;2018;79.99
70633;Kai - Spinjitzu Master;LEGO® Ninjago 70633 Spinjitzu Meister Kai;2018;9.99
70634;Nya - Spinjitzu Master;LEGO® Ninjago 70634 Spinjitzu Meisterin Nya;2018;9.99
70635;Jay - Spinjitzu Master;LEGO® Ninjago 70635 Spinjitzu Meister Jay;2018;9.99
70636;Zane - Spinjitzu Master;LEGO® Ninjago 70636 Spinjitzu Meister Zane;2018;9.99
70637;Cole - Spinjitzu Master;LEGO® Ninjago 70637 Spinjitzu Meister Cole;2018;9.99
70638;Katana V11;LEGO® Ninjago 70638 Katana V11;2018;19.99
70639;Street Race of Snake Jaguar;LEGO® Ninjago 70639 Straßenrennen des Schlangenjaguars;2018;29.99
70640;S.O.G. Headquarters;LEGO® Ninjago 70640 Hauptquartier der Motorradfahrer;2018;39.99
70641;Ninja Nightcrawler;LEGO® Ninjago 70641 Lloyds Nachtflitzer;2018;39.99
70642;Killow vs. Samurai X;LEGO® Ninjago 70642 Killow gegen Samurai X;2018;49.99
70643;Temple of Resurrection;LEGO® Ninjago 70643 Tempel der Auferstehung;2018;69.99
70644;Golden Dragon Master;LEGO® Ninjago 70644 Goldener Drachenmeister;2018;14.99
70645;Cole - Dragon Master;LEGO® Ninjago 70645 Drachenmeister Cole;2018;14.99
70646;Jay - Dragon Master;LEGO® Ninjago 70646 Drachenmeister Jay;2018;14.99
70647;Kai - Dragon Master;LEGO® Ninjago 70647 Drachenmeister Kai;2018;14.99
70648;Zane - Dragon Master;LEGO® Ninjago 70648 Drachenmeister Zane;2018;14.99
70650;Destiny's Wing;LEGO® Ninjago 70650 Flügel-Speeder;2018;19.99
70651;Throne Room Showdown;LEGO® Ninjago 70651 Duell im Thronsaal;2018;19.99
70652;Stormbringer;LEGO® Ninjago 70652 Blitzdrache;2018;39.99
70653;Firstbourne;LEGO® Ninjago 70653 Mutter der Drachen;2018;69.99
70654;Dieselnaut;LEGO® Ninjago 70654 Drachen-Fänger;2018;99.99
70655;Dragon Pit;LEGO® Ninjago 70655 Drachengrube;2018;139.99
70656;garmadon;LEGO® The LEGO Ninjago Movie 70656 Garmadon, Garmadon, GARMADON!;2017;79.99
70657;Ninjago City Docks;LEGO® The LEGO Ninjago Movie 70657 Ninjago City Hafen;2018;229.99
70658;Oni Titan;LEGO® Ninjago 70658 Oni-Titan;2018;49.99
70659;Spinjitzu Kai;LEGO® Ninjago 70659 Spinjitzu Kai;2019;9.99
70660;Spinjitzu Jay;LEGO® Ninjago 70660 Spinjitzu Jay;2019;9.99
70661;Spinjitzu Zane;LEGO® Ninjago 70661 Spinjitzu Zane;2019;9.99
70662;Spinjitzu Cole;LEGO® Ninjago 70662 Spinjitzu Cole;2019;9.99
70663;Spinjitzu Nya & Wu;LEGO® Ninjago 70663 Spinjitzu Nya & Wu;2019;19.99
70664;Spinjitzu Lloyd vs. Garmadon;LEGO® Ninjago 70664 Spinjitzu Lloyd vs. Garmadon;2019;19.99
70665;The Samurai Mech;LEGO® Ninjago 70665 Samurai-Roboter;2019;14.99
70666;The Golden Dragon;LEGO® Ninjago 70666 Goldener Drache;2019;19.99
70667;Kai’s Blade Cycle & Zane’s Snowmobile;LEGO® Ninjago 70667 Kais Feuer- Bike & Zanes Schneemobil;2019;29.99
70668;Jay’s Storm Fighter;LEGO® Ninjago 70668 Jays Donner-Jet;2019;39.99
70669;Cole’s Earth Driller;LEGO® Ninjago 70669 Coles Powerbohrer;2019;49.99
70670;Monastery of Spinjitzu;LEGO® Ninjago 70670 Kloster des Spinjitzu;2019;79.99
70671;Lloyd's Journey;LEGO® Ninjago 70671 Angriff des Eis-Samurai;2019;14.99
70672;Cole's Dirt Bike;LEGO® Ninjago 70672 Coles Offroad-Bike;2019;19.99
70673;ShuriCopter;LEGO® Ninjago 70673 ShuriCopter;2019;29.99
70674;Fire Fang;LEGO® Ninjago 70674 Feuerschlange;2019;44.99
70675;Katana 4x4;LEGO® Ninjago 70675 Katana 4x4;2019;49.99
70676;Lloyd's Titan Mech;LEGO® Ninjago 70676 Lloyds Titan-Mech;2019;69.99
70677;Land Bounty;LEGO® Ninjago 70677 Wüstensegler;2019;129.99
70678;Castle of the Forsaken Emperor;LEGO® Ninjago 70678 Festung im ewigen Eis;2019;99.99
70679;The Ultra Dragon;LEGO® Ninjago 70679 Der Ultradrache;2019;89.99
70680;Monastery Training;LEGO® Ninjago 70680 Training im Kloster;2019;9.99
70681;Spinjitzu Slam - Lloyd;LEGO® Ninjago 70681 Spinjitzu Slam – Lloyd;2019;9.99
70682;Spinjitzu Slam - Jay;LEGO® Ninjago 70682 Spinjitzu Slam – Jay;2019;9.99
70683;Spinjitzu Slam - Zane;LEGO® Ninjago 70683 Spinjitzu Slam – Zane;2019;9.99
70684;Spinjitzu Slam - Kai vs. Samurai;LEGO® Ninjago 70684 Spinjitzu Slam – Kai vs. Eis-Samurai;2019;19.99
70700;Space Swarmer;LEGO® Space 70700 Weltraum-Käfer;2013;9.99
70701;Swarm Interceptor;LEGO® Space 70701 Abwehr-Jet;2013;19.99
70702;Warp Stinger;LEGO® Space 70702 Weltraum-Moskito;2013;29.99
70703;Star Slicer;LEGO® Space 70703 Galaxy Squad - Weltraum-Mantis;2013;39.99
70704;Vermin Vaporizer;LEGO® Space 70704 Robo-Speziallabor;2013;49.99
70705;Bug Obliterator;LEGO® Space 70705 Kommando-Shuttle;2013;69.99
70706;Crater Creeper;LEGO® Space 70706 Weltraum-Krabbler;2013;19.99
70707;CLS-89 Eradicator Mech;LEGO® Space 70707 Super Mech;2013;39.99
70708;Hive Crawler;LEGO® Space 70708 Insektenkönigin;2013;59.99
70709;Galactic Titan;LEGO® Space 70709 Gepanzertes Kommando- Fahrzeug;2013;99.99
70720;Hover Hunter;LEGO® Ninjago 70720 Schwebendes Sägekissen;2014;9.99
70721;Kai Fighter;LEGO® Ninjago 70721 Kais Super-Jet;2014;19.99
70722;OverBorg Attack;LEGO® Ninjago 70722 OverBorg Attacke;2013;19.99
70723;Thunder Raider;LEGO® Ninjago 70723 Donner-Räuber;2014;29.99
70724;NinjaCopter;LEGO® Ninjago 70724 NinjaCopter;2014;49.99
70725;Nindroid MechDragon;LEGO® Ninjago 70725 Nindroid Robo-Drache;2014;79.99
70726;Destructoid;LEGO® Ninjago 70726 Destructoid;2014;29.99
70727;X-1 Ninja Charger;LEGO® Ninjago 70727 X-1 Ninja Supercar;2014;39.99
70728;Battle for Ninjago City;LEGO® Ninjago 70728 Ninjago City;2014;109.99
70730;Chain Cycle Ambush;LEGO® Ninjago 70730 Kettenrad-Hinterhalt;2015;29.99
70731;Jay Walker One;LEGO® Ninjago 70731 Jay Walker One;2015;39.99
70732;City of Stiix;LEGO® Ninjago 70732 Die Stadt Stiix;2015;99.99
70733;Blaster Bike;LEGO® Ninjago 70733 Cole's Donner-Bike;2015;19.99
70734;Master Wu Dragon;LEGO® Ninjago 70734 Meister Wu's Drache;2015;49.99
70735;Ronin R.E.X.;LEGO® Ninjago 70735 Ronin R.E.X.;2015;49.99
70736;Attack of the Morro Dragon;LEGO® Ninjago 70736 Angriff des Moro- Drachens;2015;69.99
70737;Titan Mech Battle;LEGO® Ninjago 70737 Titanroboter gegen Mech- enstein;2015;54.99
70738;Final Flight of Destiny's Bounty;LEGO® Ninjago 70738 Der letzte Flug des Ninja-Flugseglers;2015;119.99
70739;Airjitzu Kai Flyer;LEGO® Ninjago 70739 Airjitzu Kai Flieger;2015;9.99
70740;Airjitzu Jay Flyer;LEGO® Ninjago 70740 Airjitzu Jay Flieger;2015;9.99
70741;Airjitzu Cole Flyer;LEGO® Ninjago 70741 Airjitzu Cole Flieger;2015;9.99
70742;Airjitzu Zane Flyer;LEGO® Ninjago 70742 Airjitzu Zane Flieger;2015;9.99
70743;Airjitzu Morro Flyer;LEGO® Ninjago 70743 Airjitzu Moro Flieger;2015;9.99
70744;Airjitzu Wrayth Flyer;LEGO® Ninjago 70744 Airjitzu Wrayth Flieger;2015;9.99
70745;Anacondrai Crusher;LEGO® Ninjago 70745 Ancondrai Bodenfahrzeug;2015;19.99
70746;Condrai Copter Attack;LEGO® Ninjago 70746 Condrai-Copter;2015;29.99
70747;Boulder Blaster;LEGO® Ninjago 70747 Cole's Felsenbrecher;2015;34.99
70748;Titanium Dragon;LEGO® Ninjago 70748 Titandrache;2015;39.99
